Country Name,Country Code,Population_2014,Population_2015,Population_2016,Expense_%GDP_2014,Expense_%GDP_2015,Expense_%GDP_2016,ForeignDirectInvestment_NetInflows_BoP_currentUS$_2014,ForeignDirectInvestment_NetInflows_BoP_currentUS$_2015,ForeignDirectInvestment_NetInflows_BoP_currentUS$_2016,GDPgrowth_annual%_2014,GDPgrowth_annual%_2015,GDPgrowth_annual%_2016,Inflation_ConsumerPrices_annual%_2014,Inflation_ConsumerPrices_annual%_2015,Inflation_ConsumerPrices_annual%_2016,Inflation_ConsumerPrices_annual%,ExportsGoodsServices_%GDP_2014,ExportsGoodsServices_%GDP_2015,ExportsGoodsServices_%GDP_2016,GDP_currentUS$_2014,GDP_currentUS$_2015,GDP_currentUS$_2016,GDP_constantUS$_2014,GDP_constantUS$_2015,GDP_constantUS$_2016,ImportsGoodsServices_%GDP_2014,ImportsGoodsServices_%GDP_2015,ImportsGoodsServices_%GDP_2016,Delta,ImportGoodsServices_%GDP,Import_Tot_US $_2014,Import_Tot_US $_2015,Import_Tot_US $_2016,AccessElectricity_%population_2014,AccessElectricity_%population_2015,AccessElectricity_%population_2016,FossilFuelEnergyConsumption_%total_2014,FossilFuelEnergyConsumption_%total_2015,FossilFuelEnergyConsumption_%total_2016,EnergyUse_KgEquivalentPerCapita_2014,EnergyUse_KgEquivalentPerCapita_2015,EnergyUse_KgEquivalentPerCapita_2016,CO2Emissions_kt_2014,CO2Emissions_kt_2015,CO2Emissions_kt_2016,PovertyHeadcountRatio$1.90aday_2011PPP_%population_2014,PovertyHeadcountRatio$1.90aday_2011PPP_%population_2015,PovertyHeadcountRatio$1.90aday_2011PPP_%population_2016,Export_Petroleum_US $_2014,Export_Petroleum_US $_2015,Export_Petroleum_US $_2016,Export_Tot_US $_2014,Export_Tot_US $_2015,Export_Tot_US $_2016,Import_Petroleum_US $_2014,Import_Petroleum_US $_2015,Import_Petroleum_US $_2016,AnnualHouseholdExpenditure_Gas_2010,AnnualHouseholdExpenditure_Electricity_2010,AnnualHouseholdExpenditure_Other fuels_2010,FinalConsumptionExpenditure_currentUS$_2014,FinalConsumptionExpenditure_currentUS$_2015,FinalConsumptionExpenditure_currentUS$_2016,FinalConsumptionExpenditure_constantUS$_2014,FinalConsumptionExpenditure_constantUS$_2015,FinalConsumptionExpenditure_constantUS$_2016,GNI_currentUS$_2014,GNI_currentUS$_2015,GNI_currentUS$_2016,GNI_constantUS$_2014,GNI_constantUS$_2015,GNI_constantUS$_2016,ImportsOfGoodsAndServices_currentUS$_2014,ImportsOfGoodsAndServices_currentUS$_2015,ImportsOfGoodsAndServices_currentUS$_2016,ImportsOfGoodsAndServices_constantUS$_2014,ImportsOfGoodsAndServices_constantUS$_2015,ImportsOfGoodsAndServices_constantUS$_2016,HouseholdsFinalConsumptionExpenditure_currentUS$_2014,HouseholdsFinalConsumptionExpenditure_currentUS$_2015,HouseholdsFinalConsumptionExpenditure_currentUS$_2016,HouseholdsFinalConsumptionExpenditure_currentUS$,HouseholdsConsumption_constantUS$_2014,HouseholdsConsumption_constantUS$_2015,HouseholdsConsumption_constantUS$_2016,Production_Oil_bpd_2014,Production_Oil_bpd_2015,Production_Oil_bpd_2016,Import_Oil_bpd_2014,Import_Oil_bpd_2015,Import_Oil_bpd_2016,Export_Oil_bdp_2014,Export_Oil_bdp_2015,Export_Oil_bdp_2016,Reserves_Oil_2014,Reserves_Oil_2015,Reserves_Oil_2016,,,Manufacured_Export_pc_currenttUS$_2010,Manufacured_Export_pc_currenttUS$_2015,MHMVAsh%_2010,MHMVAsh%_2015,MVAsh%_2010,MVAsh%_2015,Employment_%total_2014,Employment_%total_2015,Employment_%total_2016,Employment_%total_2017,Production_Oil_bdp_2007,Production_Oil_bdp_2008,Production_Oil_bdp_2009,Production_Oil_bdp_2010,Production_Oil_bdp_2011,Production_Oil_bdp_2012,Production_Oil_bdp_2013,Production_Oil_bdp_2014,Production_Oil_bdp_2015,Production_Oil_bdp_2016,Production_Oil_bdp_2017,Production_Oil_bdp_Cumulated,MVApe_constantUS$_2015,MVApc_constantUS$_2010,MVApc_constantUS$_2015,Employment_total_2015,Employment_industry_2015,Skill_Level_high_2015,Skill_Level_medium_2015,Skill_Level_low_2015,Skilled_labour_2015,Employment_industry_high_skilled_2015,Employment_industry_medium_skilled_2015,Employment_industry_skilled_2015
Ghana,GHA,26962563,27582821,28206728,,,,3363389444.44444,3192320530.7897,3485333369.27964,3.9858656242,3.8370408642,3.7219029045,15.49316807,17.1450737,17.47392384,16.7040552033,39.5235586696,44.4240443892,41.0803699905,39086625008.6213,37338430643.4024,42803583022.1495,44752372405.0267,46469539221.9218,48199090351.9329,48.9278530982,56.1225756539,48.2629129133,7.8596627406,51.1044472218,,,11361004402,78.3,75.7152786255,79.3,52.3049327632,,,335.0505291355,,,14466.315,,,,,,,,1360962200,,,10655796413,,,145021679,49012505.08,340138808.294,514268851.416,35430735774.881,34665349100.3271,39671344263.1337,41164720955.9621,42918223732.1259,44034344795.1845,37348322884.3369,36686477644.4929,41755433551.5883,42771830867.1236,45666540188.147,47036354814.1088,19124246465.2735,20955288985.8233,20658255997.7492,20074437427.9171,22034451720.2872,21782666839.9127,31773151769.0875,31024986259.542,35789994168.4997,32862710732.3764,37839003992.9833,38994891750.4479,39642571737.0497,105.019178082,102.356164384,98.3606557377,13.841,6.211,18.636,107.572,104.037,73.654,0.66,0.66,0.66,,,27,79,0.8,0.8,6.39,5.34,75.0699996948,75.0640029907,75,75.1190032959,6,6,6,7,77,78,98,105,102,98,151,728.6829702826,1418.292948927,85,91,12672.1,1769.76,8.38,87.11,4.51,95.49,148.31,1541.64,1689.9428691
Indonesia,IDN,255131116,258162113,261115456,15.9053658966,14.5013182937,14.8669356468,25120732059.5134,19779127976.9576,4541713739.23769,5.0066684258,4.8763223002,5.0332795915,6.394925408,6.363121131,3.525805157,5.4279505653,23.6659845969,21.1601792598,19.1209518518,890814755233.225,860854235065.079,932256495234.247,942184637117.353,988128596686.365,1037863871681.45,24.4141909886,20.7774609817,18.3179426463,3.6367300069,21.1698648722,178179000000,142695000000,135653000000,97.01,97.537367437,97.62,65.5643456498,,,883.9109769739,,,464176.194,,,7.9,7.2,6.5,13108752024,8308825504,6322164860,176036194332,150366281305,144489796418,40543900588,22687865680,17163942655,1660813471,4153937127.752,2377297445.641,592963201343.84,578489153447.888,627662411279.79,603570960500.567,633174290018.984,660658511987.565,860946502042.825,832298855624.85,902416517799.578,911475687950.912,956489622342.629,1005912384118.98,217485215697.143,178863652800.163,170770210112.95,218593971690.88,204934010241.752,199921103441.873,509003681558.142,494560912117.703,538722584305.041,514095725993.629,522575578796.423,547876046826.68,575483082915.905,789,785.761643836,831.620218579,341.945,383.59,398.645,301.179,313.769,336.816,3.74133,3.74133,3.6925,,,392,393,40.33,35.08,21.99,21.64,64.391998291,62.8499984741,63.6380004883,63.5120010376,954,977,949,945,902,860,828,789,786,832,802,8668.515286451,8306.2416313303,687,830,117053.63,25796.81,9.87,72.03,18.1,81.9,2546.15,18581.44,21127.589028
Iraq,IRQ,35006080,36115649,37202572,25.0261330409,25.0949344343,25.8032061156,4781800000,3316300000,146400000,0.7,4.8,11,2.235974079,1.393330288,,1.8146521835,41.3384502924,34.918836433,32.5216609864,234648370497.427,179640210726.448,171489001692.047,183908889679.8,192736516384.431,213937533186.719,36.9489035088,40.9239866476,40.8993339418,3.9750831388,39.590741366,,,,99.6554107666,99.8621826172,100,97.2717325651,,,1413.4962555076,,,168443.645,,,,,,,,,,,,,,,,,3067609736.35,164019210977.702,146586411952.782,150605986203.861,,,,233548370497.427,178341695555.16,170089001692.047,,,,86700000000,73515935851.3974,70137859475.4532,,,,121547855917.667,106526644960.784,111296362098.139,113123620992.197,,,,3368.04109589,4054.04109589,4451.51639344,0,0,0.001,2517.589,2990.37,3576.637,140.3,144.211,143.069,,,3,9,6.81,7.24,2.69,2.85,42.6590003967,42.8190002441,42.6069984436,42.6780014038,2086,2375,2391,2399,2626,2983,3054,3368,4045,4444,4454,32138.8453953,2268.9530783246,102,113,9176.33,1798.66,20,57.14,22.86,77.14,359.73,1027.75,1387.4840098
Ireland,IRL,4657740,4701957,4755335,34.9032030693,27.127960307,25.1249477895,86765614578.4911,235355989626.205,79163353503.4151,8.3283793086,25.5572688461,5.1414601545,0.196785831,-0.294599018,0,-0.0326043957,112.9790318724,124.6425558364,121.5823550779,258099014042.117,290617008367.572,304819018067.107,251764610171.924,316108768452.786,332361374827.626,95.1918492076,91.5441507727,99.5756605197,8.031509747,95.4372201667,82595130511,77795266456,82028942307,100,100,100,84.5848046402,85.3632738979,,2741.5748839566,2819.8758516932,,34066.43,,,0.5,,,967860163,713228518,580719055,123071289030,124730515438,132009760447,6579229367,4108794784,3206682711,,,,152281543538.849,132726069491.019,138233245740.493,145844935470.124,151176645574.788,156795136750.472,220060399582.973,229835973041.043,251916890349.537,214531627853.96,249930150346.187,,245689224253.344,266042872311.001,303525550630.005,234059090037.303,294955346583.124,343239160287.094,110692712842.466,96850820227.019,100490453513.648,102677995527.711,104709783293.888,109123096158.531,112578990265.396,0,0,0,54.538,73.538,64.377,0,0,0,0,0,0,,,23488,25010,60.54,61.02,20.25,19.65,53.486000061,54.5730018616,55.6199989319,56.1520004272,0,0,0,0,0,0,0,0,0,0,0,0,156510.995278365,9648,12753,2007.48,383.13,37.13,53.99,8.89,91.12,142.26,206.85,349.108056
Italy,ITA,60789140,60730582,60627498,42.3969335327,42.3586805043,42.3017819527,17028003371.6525,13299083868.094,19635898219.4769,0.1136732379,0.9519588719,0.85826263,0.241057543,0.03878675,-0.123335389,0.0521696347,29.306513049,29.9260091069,29.8015328373,2151732868243.21,1832868490534.11,1859383610248.72,2043486014884.01,2062939161297.74,2080644597198.96,26.4532559326,26.9960534842,26.5495050085,0.5427975516,26.6662714751,474083000000,410933000000,404578000000,100,100,100,78.5864226219,79.1520158348,,2414.4840015832,2481.7546454602,,320411.459,,,1.2,,,18915004149,14016881386,11249210505,529528733451,456988720336,461529407062,50558943364,31152312199,25472528520,,,,1723833508049.11,1461961735067.23,1481054727414.89,1633186470223.04,1654099927042.24,1674416068431.67,2151813931674.78,1822960420653.96,1863534223299.02,2043563317482.28,2051722858696.45,2085364825888.49,569203402621.559,494802157999.841,493657144730.449,537682821307.659,574080256887.587,594414410449.621,1308153232935.86,1116266729238.62,1130941119863.37,1185120360679.28,1217734781984.71,1240477136535.59,1258229457062.57,106.287671233,100.210958904,70.674863388,1058.832,1229.913,1217.209,11.885,18.022,16.717,0.560504,0.544522,0.579232,,,6870,6838,42.7,42.73,14.18,14.1,42.3549995422,42.611000061,43.1360015869,43.1669998169,108,99,83,96,99,101,102,106,100,71,78,934.8572797371,50515.8406582925,5068,4840,21874.75,5818.69,35.81,53.01,11.18,88.82,2083.67,3084.49,5168.160458
Kazakhstan,KAZ,17288285,17542806,17794055,15.3089149945,15.4871427127,15.7330694144,7224628644.25121,6379438049.679,16779566907.9215,4.1999999998,1.1999999998,1.0999999999,6.71830658,6.646187509,14.51024459,9.2915795597,39.3417580907,28.5167080072,31.8438886423,221415572819.5,184388432148.715,137278320084.171,184051677947.045,186260298082,188309161360.735,25.6302765606,24.5330208,28.4677079441,3.9346871441,26.2103351016,41295455969,30567159492,25174778826,99.9881439209,100,100,99.1739073129,,,4434.6391212315,,,248314.572,,,0,0,,56669883467,28189656932,20222666442,79458749145,45954426051,36775323403,1668618052,996248646,845231601,484933774.3,517064909.063,1836815637.539,131016422635.647,120498836639.256,90844162087.9121,115470847892.042,117664794002.037,119312101117.475,198776951722.652,173349717649.935,124342723287.351,164990930702.253,178727089873.466,172597479913.624,56749423661.9218,45236052411.8933,39079991232.1721,58760246926.0935,58701486679.279,57527456946.0055,107347814658.826,99049435277.3191,74877521919.5698,93758257285.2383,92852933401.5397,94523418502.5016,95674000489.0192,1632.07671233,1653.05479452,1595.19945355,19.46,1.486,0.469,1367.822,1271.62,1245.575,30,30,30,,,797,637,12.83,16.6,11.32,10.14,67.3020019531,67.4209976196,67.4810028076,67.5240020752,1360,1345,1455,1525,1553,1514,1573,1632,1653,1595,1777,15623.22886115,10437.4694574826,1028,1072,8762.76,1801.77,33.64,47.19,19.17,80.83,606.11,850.25,1456.3682661
Kenya,KEN,46024250,47236259,48461567,22.8228352113,22.6933355282,23.4245600794,820937598.36054,619724470.476665,393359420.852844,5.3571167781,5.7185071313,5.8691928491,6.877498097,6.582410917,6.297547502,6.5858188387,18.2969809195,16.5924433183,13.9712185348,61448046801.7207,64007293814.8755,70875289605.3804,49506417104.2448,52337445096.8196,55409230681.8492,33.0013238071,27.6188767576,22.7801528472,5.3824470495,27.800117804,,,,36,41.6,56,17.1549816465,,,513.4264871236,,,14286.632,,,,,,,,,,,,,,,105101293.7,148945077.388,688160318.349,57793393886.1573,59486792311.2788,65470949760.5643,45967668060.6921,48790207488.4594,51364432552.4472,60579806471.0648,63323226313.8162,70191423010.5662,48828348563.5909,51783418729.349,54873928849.7459,20278668898.185,17678095594.5862,16145499302.9852,17578198556.1722,17784233425.3682,16668136336.909,49094989217.0294,50469682526.3141,56049190965.6167,51871287569.6534,39182224774.3995,41204762715.0225,43124243392.5489,0,0,0,11.94,12.62,2.164,0,0,0,0,0,0,,,63,59,8.52,13.07,11.26,10.46,58.0419998169,57.986000061,57.9039993286,57.9039993286,0,0,0,0,0,0,0,0,0,0,0,0,2404.7951264214,112,119,16065.81,2337.46,5.59,88.74,5.67,94.33,130.66,2074.26,2204.9269613
Lebanon,LBN,5603279,5851479,6006668,26.0888914421,23.1151603529,26.6539522712,2907118547.93703,2353206728.58325,2610181956.85419,2.0029213459,0.8155600656,1.9999999999,0.749718611,-3.748891999,-0.814751744,-1.2713083773,27.5976143819,26.9006567375,25.4944752125,47833413749.1211,49459296463.2836,49598825982.1559,41729660233.8068,42069990678.188,42911390491.6894,53.9019636033,47.182915954,47.1192749169,6.7190476492,49.4013848247,20487427600,,18702745744,100,100,100,97.6211011078,,,1337.3660315683,,,24070.188,,,,,,19685683,,13799069,3312205568,,2976561583,4508145843,,3554840905,,,,48840532497.3134,48924886869.7844,48026986142.5006,43591823525.7565,44943591931.0426,44845736014.6115,47248453749.1211,48854356463.2836,48715375982.1559,41212764117.6609,41516000134.8405,42090754187.7207,25783149269.2537,23336338281.7247,23370607170.0829,23805641846.6335,25437085315.6882,25495209131.675,42720298337.3134,42673709777.8441,41074091396.8143,42156033170.6573,38381621233.9794,39418977898.214,38651154192.6104,0,0,0,0.005,0,0.002,0,0,0,0,0,0,,,708,447,19.95,19.95,7.61,9.73,43.6240005493,43.8050003052,44.0419998169,44.0569992065,0,0,0,0,0,0,0,0,0,0,0,0,9650.0617839147,674,703,1948.31,426.28,32.76,55.42,11.82,88.18,139.65,236.24,375.8901768
Libya,LBY,6204108,6234955,6293253,,,,50000000,725667000,492556000,-24,-8.8620394008,-2.7954688288,,,,,47.0143266476,38.0107258618,,41142722414.3351,29274816453.7864,32257171354.0794,41549552027.0469,37867414355.5459,36808842590.9579,91.8832855778,70.6440966387,,70.6440966387,81.2636911083,,,,98.5213012695,98.5287628174,98.5367279053,99.1112963634,,,2880.1439304409,,,56996.181,,,,,,,,,,,,,,,,,,,,,,,,41724850675.8881,30462986161.2871,33008665127.0259,,,,37803285130.4621,20680929626.4118,..,41360474253.6081,34864018360.7199,,,,,,,,,470.835616438,403.97260274,384.68579235,0,0,0,357.577,270.191,238.501,48.47,48.363,48.363,,,,,,,,,42.7739982605,42.78099823,42.7949981689,43.1959991455,1787,1803,1696,1710,485,1432,978,530,484,466,897,10481.034733136,,,,1904.47,548.34,20.43,63.33,16.24,83.76,112.02,347.26,459.285396
Mexico,MEX,124221600,125890949,127540423,21.7977945821,21.6481185367,20.9948933817,30286843073.1701,36518544762.0571,34775685488.516,2.8452837445,3.2704721295,2.9133282765,4.018617202,2.720641263,2.821707752,3.186988739,31.8968552326,34.591163994,37.1224133572,1314385330073.35,1169622672463.29,1076912039691.17,1184651750303.15,1223395455628.26,1259036981370.62,33.0756428925,36.6325179345,39.1008087487,3.556875042,36.2696565252,399977000000,395232000000,387064000000,99.172928,99,100,90.1982285513,90.445583019,,1513.2592077384,1488.0179114386,,480270.657,,,4.1,,2.5,41311066774,22438044827,17921677302,396881845729,380637538685,373892536570,25135800706,20653389700,18633299230,4467291472,4497483819.134,397652177.54,1026279327139.36,910931345065.401,835866621910.513,896874653645.667,925053954563.515,957091300501.438,1288193943276.28,1143814634124.8,1039965335108.58,1160861962171.78,1196481901516.76,1216057005740.09,434741398006.395,428462235255.516,421081317031.092,395700586829.671,419122542126.46,431287697037.6,865872750347.941,766645512073.85,705329215177.801,779282492533.197,759677500199.495,785229226173.632,813959469422.174,2468.54794521,2302.49315068,2186.87431694,0,0,0,1207.933,1210.134,1236.469,10.073,9.812,9.711,,,2014,2612,36.92,39.76,16.57,16.73,58.2890014648,58.6899986267,58.9020004272,59.2140007019,3143,2839,2646,2621,2600,2593,2562,2469,2302,2187,1981,24799.18168061,14934.6362414641,1467,1593,53587.39,13428.13,18.88,57.56,23.56,76.44,2535.23,7729.23,10264.4648652
Montenegro,MNE,621810,622159,622303,,,,496716681.941933,699736511.121924,226666592.431145,1.7836827407,3.3904152074,2.9493415149,-0.710514052,1.548691582,-0.271385023,0.1889308357,40.1437280215,42.1180721256,40.4609361051,4587926230.59573,4052913385.82677,4374130530.97345,4380723652.46725,4529248373.3755,4662831375.96385,59.983949889,60.5709052262,62.9233015714,2.3523963452,61.1593855622,2366751420,2050169682,2262764282,99.9922637939,99.9991607666,100,64.6697152559,,,1538.2640999662,,,2211.201,,,0,,,12090890,16923536,13988221,440658741,353079512,354316464,245635278,165050167,148339675,398304.853,128117267.824,80833992.065,4570440493.56508,3986351336.36464,4215217920.35398,4376638587.68971,4471308621.24703,4671230086.89848,4648827517.57994,4155833093.04647,4432628429.20354,4444963717.17962,4655535319.10152,4733533819.34739,2752019371.10256,2454886325.82899,2752347345.13274,2580492787.31752,2693876945.68279,3099150455.17799,3681631949.05135,3208358655.87224,3357375000,3415788534.97453,3416743279.04829,3492780137.94271,3680051654.18521,0,0,0,0,0,0,0,0,0,0,0,0,,,307,353,16.26,16.06,4.55,4.29,40.2449989319,40.3170013428,40.0620002747,40.6520004272,0,0,0,0,0,0,0,0,0,0,0,0,5313.9355283097,303,310,206.52,36.3,37.69,54.97,7.35,92.66,13.68,19.95,33.630947
Morocco,MAR,34318082,34803322,35276786,,,,3525384612.43801,3252913902.35666,2318278920.12901,2.6694939269,4.5495020422,1.2224436475,0.435456491,1.557907113,1.635311143,1.209558249,34.3326159256,34.294248862,35.0902797802,109881398474.953,100593283696.732,103606321692.582,108463202314.752,113397737919.101,114783961362.676,46.8444163448,42.0849440504,45.3306158039,4.7594722944,44.7533253997,,37545666094,41696101721,91.6,99.5860137939,100,88.4688628123,,,553.1039584322,,,59863.775,,,,,,,441038880,194601438,,22036819983,22858288521,,4617767362,3730095189,1066830077,1020913280.017,471438581.062,88858832066.4264,78565078909.9065,80559877644.6597,84450380859.534,86410720585.7196,89064397599.3421,107502587345.205,99251968907.1413,101718378791.741,105966823132.507,111223451698.832,112657101807.403,51473299787.0645,42334627162.2134,46965383634.9732,46897683529.6211,46398841767.2399,53523755878.4005,66989400806.538,59237528547.8734,60616161101.1981,62281030151.8698,64477648659.5247,65963945039.5379,68212763372.5518,0.16,0.16,0.16,108.045,56.011,67.713,0,0,0,0.000684,0.000684,0.000684,,,430,512,28.07,27.75,15.59,14.4,44.4580001831,44.3400001526,44.4729995728,44.4239997864,0,0,0,0,0,0,0,0,0,0,0,1.68,7714.8729874275,453,474,11163.36,2138.31,7.32,76.84,15.84,84.16,156.52,1643.08,1799.6000128
Mozambique,MOZ,27212382,28010691,28829476,,,,4998799334.35621,3868353884.95,3128149928.7,7.4440694921,6.5939859065,3.7629430392,2.287040607,2.391863525,9.966216216,4.8817067827,33.3593041344,32.2162776737,36.6776422393,16961117243.491,14798399862.4398,11014862241.7342,13422597260.7863,14307681432.4423,14846071334.9796,84.7633257673,71.9898588085,74.1391357899,12.7734669588,76.9641067886,8743074259,7907621730,5295313259,21.8645076752,24,24.1983394623,12.6018716102,,,427.5983631275,,,8426.766,,,62.9,,,64117455,32949920,10478126,4725331362,3196081976,3352109245,1390746287,752625282,788420289,12896189.1,72467697.248,388270850.353,16289688785.9738,13976820108.7976,10921783966.1058,12928103066.4954,13775345033.8609,14227335161.6799,16759204671.368,14501573250.7972,10754179790.3828,13242577603.0298,13989331526.5456,14457692752.1582,14376807062.8686,10653347166.8855,8166323674.47004,14130654700.4896,13177720861.5939,13667113508.6842,11869278521.4671,10029922245.9826,7811923718.89943,9903708162.11638,9942362425.57282,10431262175.5922,10719677118.2092,0,0,0,0,0,0,1.18,0,0.461,0,0,0,,,7,25,10.89,10.89,10.47,8.48,59.1370010376,59.0060005188,59.0149993896,59.0279998779,0,0,0,0,0,0,0,0,0,0,0,0,3110.2255163225,44,43,9057.46,387.26,5.1,89.41,5.49,94.51,19.75,346.25,365.9975358
Nigeria,NGA,176460502,181181744,185989640,,,,4651465947.82307,3137318699.77873,4445102771.13319,6.3097185961,2.6526932888,-1.6168689499,8.057382626,9.017683791,15.69685447,10.923973629,18.435126052,10.6663096236,9.2181096985,568498937587.905,481066152888.968,404652720164.898,452284522879.213,464282244063.793,456775408619.543,12.4500676646,10.6663422471,11.5044091822,1.7837254175,11.5402730313,46532265378,,35194301007,56.3719139099,52.5,59.3,19.0360544935,,,763.3913678881,,,96280.752,,,,,,81290588376,,27071296323,102878499711,,32883045467,7570567022,,10012620681,8489994.334,1120437582.864,296830279.583,444635746812.099,406548662007.86,351830425462.148,315677099828.341,316593392287.323,296269872562.509,549528095267.438,468409346450.675,395953768511.184,438453559759.684,454035936259.205,449091010982.429,70778502402.3573,51312162302.2783,46552904694.8598,47197107812.4792,35077543926.7322,31443052195.638,407885211910.748,377996620662.884,330042782751.982,371974871775.205,288177354988.09,292365373233.842,275704167479.94,2347.17808219,2171.16164384,1871.20491803,0,0,0,2120.096,2114.219,1654.739,37.14,37.07,37.07,,,113,91,33.44,33.44,6.45,10,52.5810012817,52.7239990234,51.2569999695,51.2630004883,2350,2165,2208,2408,2474,2457,2307,2347,2171,1871,1946,22355.41881069,7281.1425524634,149,254,53384.91,6320.46,6.99,85.97,7.05,92.96,441.8,5433.7,5875.4986864
Norway,NOR,5137232,5190239,5234519,35.6072222496,38.1374522308,39.6162759959,3279803722.21518,6823152644.2531,-18642107228.7737,1.9751174459,1.9700977857,1.0914650717,2.025096285,2.17364832,3.55,2.5829148683,38.782870118,37.7175833099,34.1366402398,499338534779.159,386663139402.707,371075238095.238,458626161483.524,467661545335.723,472765907756.79,29.7832784869,32.0920709813,33.2731906506,2.3087924944,31.7161800396,89439400931,77193217991,72809787770,100,100,100,57.974991178,58.4712591472,,5595.6546249031,5815.807326021,,47626.996,,,0,0.2,,53860213649,30548397038,26142365166,144611289843,104800054672,89628326847,4291819457,2985654623,2270961556,,,,314257339328.22,258301953084.634,259079880952.381,297523191694.471,305049479338.205,310315591071.281,515101824914.044,402695918156.453,388918214285.714,475140519991.284,489863617369.523,496343608349.518,148719386405.713,124088209155.73,123468571428.571,140621401240.866,142915381546.946,146250541778.574,204450039672.044,167868926320.14,168892857142.857,180403941045.014,199943478985.247,205173001919.206,208256582126.017,1562.18356164,1610.27123288,1647.97540984,24.654,23.241,9.927,1293.728,1311.698,1394.501,5.825,5.497285,5.138767,,,7236,6218,58.13,46.06,7.19,7.42,62.4659996033,62.0999984741,61.3590011597,61.5620002747,2270,2182,2067,1871,1760,1612,1533,1562,1610,1648,1618,17461.84246575,64754.0969746651,6304,6651,2649.06,533.1,51.45,44.73,3.82,96.18,274.28,238.45,512.7336564
Oman,OMN,3960925,4199810,4424762,,,,1286345903.77113,-2172431729.51886,1680894668.40052,2.7510316369,4.7389558233,5.3841659363,1.014014839,0.065290133,1.101052116,0.726785696,66.0681978572,51.7905940968,41.2209076049,81076723016.9051,68905071521.4564,66824447334.2003,67997399219.7659,71219765929.7789,75054356306.8921,38.1667415154,43.0742809693,35.5915778003,7.482703169,38.944200095,29303100255,29007052710,23260012444,100,100,100,,,,6141.7731969174,,,61169.227,,,,,,37056628228,19683611692,15439871076,50718324403,31926516340,24454713338,1752990753,3336102813,1927343405,,,,42395439011.7035,42196961508.4525,,38504953185.9558,39256067880.3641,,76688491287.3862,67517076462.9389,64868660598.1795,63991568348.1203,68995934740.5148,,30944343302.9909,29680364109.2328,23783875162.5488,36376373211.9636,35198077503.251,,22363100130.039,23032352145.6437,..,22697726137.8414,21180638491.5475,21793158647.5943,,943.479641096,981.972424658,1006.84056831,0,0,0,804.25,832.015,887.5,4.9743,5.151,5.306,,,1747,1901,19.39,19.92,10.58,10.03,65.9629974365,67.2900009155,67.5569992065,67.9020004272,710,757,813,865,886,919,940,943,982,1007,970,9081.244800177,7521.2305465539,2107,1533,2199.44,856.02,31.51,54.13,14.35,85.64,269.73,463.36,733.0938152
Pakistan,PAK,185546257,189380513,193203476,,,,1868000000,1621000000,2488000000,4.6747079814,4.7311474753,5.5267358447,7.191671165,2.539515909,3.752595854,4.4945943093,12.2425836268,10.6044115695,9.1457269391,244360888750.807,270556126820.064,278654637737.69,206178251481.055,215932848620.679,227866886765.975,18.6586609893,17.0502614472,16.160504571,1.6083995421,17.2898090025,47544888942,43989644709,46998269105,96.0158538818,93.5,99.1474380493,59.703007989,,,484.4452184234,,,166298.45,,,,,,647447796,262610916,155031978,24722182145,22089018057,20533792833,14235781164,9003246406,7816391638,670366766.7,2934522883.514,1752473431.548,224276392374.646,245499433610.136,254491527358.354,189503179377.935,196179191863.91,211280464618.531,258227372243.285,287067806084.674,295741186031.824,217694369597.43,228928259195.958,241842223834.296,45594469822.3761,46130526984.1145,45031995468.7861,33918014017.75,33372821377.0668,38719767450.7304,197975834599.533,215812569812.85,222980710618.547,212256371676.977,167539569934.007,172392064850.609,185531542821.891,94,90.2136986301,85.5027322404,167.325,168.871,140.097,9.519,6.185,4.896,0.341932,0.371,0.3535,,,102,94,24.62,24.62,13.04,12.96,51.2120018005,51.2649993896,52.2820014954,52.2410011292,70,64,62,65,66,71,81,94,90,86,90,768.5118796316,1824.6418314288,134,146,63087.6,15153.42,20.36,62.19,17.45,82.55,3085.24,9423.91,12509.1440825
Portugal,PRT,10401062,10358076,10325452,47.5230887989,43.7758701159,41.4252105802,13188653904.5709,2506507991.67442,9422380925.53659,0.8931877245,1.8220668262,1.6194146326,-0.278153367,0.487938624,0.607397075,0.2723941107,40.0743741061,40.4026096327,40.1287129655,229629822121.601,199420256049.689,205184480409.024,223971165762.163,228052070073.727,231745178666.337,39.8853818563,39.8203469846,39.0084437135,0.8119032712,39.5713908515,78395890972,66870945677,67631779712,100,100,100,72.6612879902,76.8799521633,,2034.5126295757,2131.6818876401,,45052.762,,,0.5,0.5,,5006867365,3988422132,3092765630,63834385666,55258687378,55676835792,10541847814,6727894701,5252548153,,,,194055531869.387,166704440808.076,171119272047.241,189127297949.172,193025295932.264,196407282518.984,225699395968.487,193940346005.867,200257603275.28,220123039213.826,221679714692.524,226629735371.433,91588731409.109,79409837916.618,80039272549.1229,88776914703.3545,96306173835.5665,100376627113.746,151327028929.118,130566947158.938,134214567828.898,138702847972.318,144303086608.103,147607872360.824,150694379851.349,0,0,0,212.882,282.059,274.442,0,0,0,0,0,0,,,4287,4950,26.43,25.74,11.59,11.79,50.6139984131,51.3390007019,52.0649986267,53.0340003967,0,0,0,0,0,0,0,0,0,0,0,0,23955.5580768138,2605,2588,4595.76,1119.02,35.19,53.51,11.3,88.7,393.78,598.79,992.568966
